busting	(45)rebentando,(42)prender,(30)rebentar,(18)encher,(17)dar cabo,(17)ralando,(15)partir,(12)enchendo,(10)prendendo,(10)chatear-me,(9)arrebentando,(7)invadir,(7)quebrando,(7)matando,(6)estourar
buff	(102)Buff,(45)fã,(26)lustre,(18)cinéfilo,(13)entusiasta,(11)musculado,(11)polir,(10)búfalo,(10)cinema,(8)aficionado,(8)sarado,(6)apreciador,(6)lustrar,(2)amarelo
wax	(2466)cera,(274)Wax,(95)depilação,(73)depilar,(70)encerar,(46)parafina,(18)lacre,(13)encerado,(10)graxa,(9)virilhas,(8)polir,(8)esfriará,(2)ceroso,(1)crescer
sleeve	(1191)manga,(154)luva,(100)capa,(44)bucha,(29)sleeve,(21)encarte,(14)camisa
se	(130)si só,(37)ES,(18)sudeste,(9)EP,(8)señor,(8)Suécia,(8)TD
pudding	(1455)pudim,(77)doce,(48)Pudding,(45)sobremesa,(39)morcela,(17)chouriço,(11)pudinzinho
products	(128930)produtos,(5145)medicamentos,(1594)produto,(866)Products,(805)artigos,(334)derivados,(248)produção,(247)alimentos,(212)productos,(207)produções,(189)bens,(175)ovoprodutos,(175)medicamento,(98)materiais,(62)substâncias
philosophy	(13647)filosofia,(105)Philosophy,(97)filosófico,(23)lógica,(20)doutrina,(13)filosofar,(12)filósofo,(8)fiIosofia
Juliet	
japan	(24404)Japão,(1338)Japan,(873)japonês,(122)país,(8)Japón,(6)Japo
irony	(1748)ironia,(92)irónico,(48)Irony,(17)ironicamente,(3)irônicos,(0)ferroso
hospitals	(9369)hospitais,(219)hospital,(174)maternidades,(60)hospitalar,(21)unidades hospitalares,(17)estabelecimentos,(11)clínicas,(7)hospitales
dope	(1035)droga,(88)idiota,(76)erva,(70)Dope,(52)maconha,(24)brutal,(20)drogada,(19)imbecil,(19)heroína,(18)dopar,(16)máximo,(16)tolo,(15)palerma,(14)bobo,(11)narcótico
declare	(5067)declarar,(157)declaração,(51)afirmar,(44)proclamar,(44)dizer,(40)anunciar,(31)julgar,(28)anular,(27)decretar,(14)manifestar,(1)assegurar
autopsy	(2777)autópsia,(121)autopsia,(41)necropsia,(19)Autopsy,(17)autopsiar,(9)autopsiado,(4)autopsiá-lo,(2)fazer autópsia
workin	(606)trabalhar,(27)a funcionar,(19)funcionando,(13)a tratar,(13)trabalhador,(13)a resultar,(9)Workin
torch	(1512)tocha,(310)lanterna,(183)Torch,(166)maçarico,(76)queimar,(70)incendiar,(44)chama,(36)archote,(34)fogo,(29)testemunho,(13)facho,(12)incendiário,(11)luz,(9)queimador,(7)torcha
substitute	(2118)substituto,(1359)substituir,(301)substituição,(93)suplente,(33)alternativa,(28)substitute,(27)sucedâneo,(26)substitutivo,(19)substituído,(17)reserva,(15)trocar,(13)alternativo,(2)substituinte
scandal	(4068)escândalo,(92)Scandal,(65)escandaloso,(11)vergonha,(4)escã
prick	(552)idiota,(252)sacana,(175)imbecil,(164)cretino,(116)canalha,(100)babaca,(94)cabrão,(93)picada,(79)pau,(60)caralho,(59)palhaço,(59)merda,(55)otário,(53)estupor,(52)desgraçado,(41)picar,(29)pica,(18)arrogante,(8)punção,(7)furar,(3)ignorante,(2)alfinetada
limb	(1013)membro,(63)parte,(48)limbo,(31)ramo,(29)braço,(27)galho,(24)Limb,(18)perna,(14)risco,(12)pedaço,(12)das patas traseiras,(11)integridade física,(10)borda,(10)botão,(3)orla
leaf	(3022)folha,(291)Leaf,(102)foliar,(78)página,(29)fumo,(20)pulgões,(15)folhear,(13)erva-estelar,(11)molas,(10)varas verdes,(10)Konoha,(8)Yip,(7)folhinha,(7)Yeh Tao,(1)cobrir-se de folhas
laser	(7430)laser,(23)raio laser,(15)lazer,(11)leiser,(5)Iaser,(3)pinocada,(0)de raio laser
lady's	(330)senhora,(92)mulher,(73)dama,(22)Lady's,(11)moça está,(8)feminino,(8)da menina,(8)primeira-dama está,(8)mulherengo
hysterical	(819)histérico,(34)hilariante,(26)histeria,(17)hilário,(13)rir,(9)gritos
growth	(53236)crescimento,(993)aumento,(944)desenvolvimento,(427)crescer,(283)growth,(192)expansão,(136)evolução,(74)alta,(66)cresceu,(58)cultura,(57)incremento,(56)cultivo,(52)cresce,(25)acréscimo,(19)produção
goddamnit	(20)droga,(10)bolas,(9)maldição,(8)porra,(7)raios partam,(3)puta que pariu,(3)maldito seja,(2)Puta merda
fetch	(1142)buscar,(341)trazer,(183)pegar,(163)ir buscar,(117)chamar,(91)obter,(73)fetch,(41)apanhar,(36)procurar,(24)valer,(17)render
dimension	(14183)dimensão,(218)Dimension,(106)vertente,(52)aspecto,(39)tamanho,(28)componente,(24)cota,(21)perspectiva,(20)dimensionar,(18)dimensional,(0)de dimensão
day's	(510)dia de,(51)hoje,(38)Day's,(30)jornada,(28)diário
crowded	(550)cheio,(519)lotado,(89)apinhado,(68)muita gente,(54)repleto,(48)movimentado,(46)multidão,(43)aglomerado,(35)apertado,(29)abarrotado,(21)povoado,(13)sobrelotado,(12)populosa,(10)superlotado
cousins	(1957)primos,(205)primas,(74)primo,(71)Cousins,(15)priminhos,(11)parentes,(6)grau
